engine,concurrency,pattern,repeat,phase,index,length,ttft_ms,e2e_ms,cached_tokens,matches_cold_output,text,output_tokens,decode_ms_per_token
vllm,8,mixed,1,after_pressure,4,8192,486.99959740042686,587.4411202967167,8191,True,.  and.  and.  and.  and.  and.,16,6.696101526419322
vllm,8,mixed,1,after_pressure,5,1024,220.9276370704174,322.6325549185276,1023,True,.  and.  and.  and.  and.  and.,16,6.78032785654068
vllm,8,mixed,1,after_pressure,6,4096,487.432848662138,588.2001854479313,4095,True,  and.  and.  and.  and.  and. ,16,6.71782245238622
vllm,8,mixed,1,after_pressure,7,8192,114.54049497842789,214.449193328619,8191,True,.  and.  and.  and.  and.  and.,16,6.660579890012741
vllm,8,mixed,1,after_host_eviction,0,4096,397.25828543305397,490.4380813241005,4095,True,.  and.  and.  and.  and.  and.,16,6.211986392736435
vllm,8,mixed,1,after_host_eviction,1,8192,819.359302520752,916.6394136846066,8191,True,  and.  and.  and.  and.  and. ,16,6.485340744256973
vllm,8,mixed,1,after_host_eviction,2,1024,167.42796450853348,263.8772688806057,1023,True,. and. and. and. and. and. and. and. and,16,6.429953624804814
vllm,8,mixed,1,after_host_eviction,3,4096,284.1051295399666,375.5081780254841,4095,True,.  and.  and.  and.  and.  and.,16,6.093536565701167
vllm,8,mixed,1,after_host_eviction,4,8192,1033.6792171001434,1130.7268105447292,8191,True,.  and.  and.  and.  and.  and.,16,6.469839562972386
vllm,8,mixed,1,after_host_eviction,5,1024,286.4161692559719,382.18095898628235,1023,True,.  and.  and.  and.  and.  and.,16,6.38431931535403
vllm,8,mixed,1,after_host_eviction,6,4096,159.59851443767548,254.84094768762589,4095,True,  and.  and.  and.  and.  and. ,16,6.349495549996694
vllm,8,mixed,1,after_host_eviction,7,8192,594.9904844164848,692.3895590007305,8191,True,.  and.  and.  and.  and.  and.,16,6.493271638949712
vllm,8,mixed,2,cold,0,8192,1596.4453294873238,1700.7852643728256,0,True,.  and.  and.  and.  and.  and.,16,6.955995659033458
vllm,8,mixed,2,cold,1,1024,1440.5997581779957,1692.4610994756222,0,True,. and. and. and. and. and. and. and. and,16,16.790756086508434
vllm,8,mixed,2,cold,2,4096,484.0898849070072,1684.9139258265495,0,True,.  and.  and.  and.  and.  and.,16,80.05493606130283
vllm,8,mixed,2,cold,3,8192,4497.512232512236,4595.078054815531,0,True,.  and.  and.  and.  and.  and.,16,6.504388153553009
vllm,8,mixed,2,cold,4,1024,2279.9360528588295,3487.239882349968,0,True,.  and.  and.  and.  and.  and.,16,80.4869219660759
vllm,8,mixed,2,cold,5,4096,2278.762277215719,3485.7497178018093,0,True,.  and.  and.  and.  and.  and.,16,80.465829372406
vllm,8,mixed,2,cold,6,8192,3393.513932824135,3503.193113952875,0,True,.  and.  and.  and.  and.  and.,16,7.311945408582687
vllm,8,mixed,2,cold,7,1024,3397.2807712852955,3507.7135264873505,0,True,1. 2. 3. 4. 5. 6,16,7.362183680136998
vllm,8,mixed,2,after_pressure,0,8192,303.1863458454609,406.92173317074776,8191,True,.  and.  and.  and.  and.  and.,16,6.915692488352458
vllm,8,mixed,2,after_pressure,1,1024,230.61713203787804,341.6416868567467,1023,True,. and. and. and. and. and. and. and. and,16,7.401636987924576
vllm,8,mixed,2,after_pressure,2,4096,114.23544585704803,219.04750168323517,4095,True,.  and.  and.  and.  and.  and.,16,6.987470388412476
vllm,8,mixed,2,after_pressure,3,8192,458.86606350541115,556.0780204832554,8191,True,.  and.  and.  and.  and.  and.,16,6.480797131856282
vllm,8,mixed,2,after_pressure,4,1024,226.01742669939995,337.25431188941,1023,True,.  and.  and.  and.  and.  and.,16,7.415792346000671
vllm,8,mixed,2,after_pressure,5,4096,230.70473596453667,341.401819139719,4095,True,.  and.  and.  and.  and.  and.,16,7.3798055450121565
vllm,8,mixed,2,after_pressure,6,8192,69.98179852962494,174.19857159256935,8191,True,.  and.  and.  and.  and.  and.,16,6.947784870862961
vllm,8,mixed,2,after_pressure,7,1024,113.89517411589622,219.37136352062225,1023,True,1. 2. 3. 4. 5. 6,16,7.031745960315068
vllm,8,mixed,2,after_host_eviction,0,8192,889.6721862256527,987.0337657630444,8191,True,.  and.  and.  and.  and.  and.,16,6.490771969159444
vllm,8,mixed,2,after_host_eviction,1,1024,612.12407797575,716.615367680788,1023,True,. and. and. and. and. and. and. and. and,16,6.966085980335872
vllm,8,mixed,2,after_host_eviction,2,4096,361.9777373969555,459.58010107278824,4095,True,.  and.  and.  and.  and.  and.,16,6.506824245055516
vllm,8,mixed,2,after_host_eviction,3,8192,602.7354523539543,702.5928273797035,8191,True,.  and.  and.  and.  and.  and.,16,6.657158335049947
vllm,8,mixed,2,after_host_eviction,4,1024,392.55594834685326,491.4091117680073,1023,True,.  and.  and.  and.  and.  and.,16,6.590210894743602
vllm,8,mixed,2,after_host_eviction,5,4096,716.1817252635956,810.1757317781448,4095,True,.  and.  and.  and.  and.  and.,16,6.266267100969951
vllm,8,mixed,2,after_host_eviction,6,8192,264.16073366999626,365.2424365282059,8191,True,.  and.  and.  and.  and.  and.,16,6.738780190547307
vllm,8,mixed,2,after_host_eviction,7,1024,368.64203214645386,469.01044994592667,1023,True,1. 2. 3. 4. 5. 6,16,6.691227853298187
sglang,1,shared,0,cold,0,1024,123.56816604733467,211.97471767663956,0,True, and and and and and and and and and and and and and and and and,16,5.893770108620326
sglang,1,shared,0,after_pressure,0,1024,38.46769034862518,126.4188215136528,960,True, and and and and and and and and and and and and and and and and,16,5.863408744335175
sglang,1,shared,0,after_host_eviction,0,1024,58.83157625794411,146.79661765694618,960,True, and and and and and and and and and and and and and and and and,16,5.864336093266805
sglang,1,shared,1,cold,0,4096,473.9897549152374,565.5814968049526,0,True,.  and.  and.  and.  and.  and.,16,6.106116125981013
sglang,1,shared,1,after_pressure,0,4096,43.416425585746765,134.44074243307114,4032,True,.  and.  and.  and.  and.  and.,16,6.068287789821625
sglang,1,shared,1,after_host_eviction,0,4096,162.39169239997864,252.8051659464836,4032,True,.  and.  and.  and.  and.  and.,16,6.027564903100331
sglang,1,shared,2,cold,0,8192,1002.3256801068783,1099.4530096650124,0,True,.  and.  and.  and.  and.  and.,16,6.475155303875606
sglang,1,shared,2,after_pressure,0,8192,56.54492229223251,153.62660214304924,8128,True,.  and.  and.  and.  and.  and.,16,6.472111990054448
sglang,1,shared,2,after_host_eviction,0,8192,283.73702242970467,380.47831133008003,8128,True,.  and.  and.  and.  and.  and.,16,6.449419260025024
sglang,1,mixed,0,cold,0,1024,117.73606017231941,205.85786551237106,0,True,.  and.  and.  and.  and.  and.,16,5.87478702267011
sglang,1,mixed,0,after_pressure,0,1024,33.39618071913719,121.08055502176285,960,True,.  and.  and.  and.  and.  and.,16,5.845624953508377
sglang,1,mixed,0,after_host_eviction,0,1024,67.13777408003807,155.333761125803,960,True,.  and.  and.  and.  and.  and.,16,5.879732469717662
sglang,1,mixed,1,cold,0,4096,473.3911454677582,564.8836456239223,0,True, and.  and.  and.  and.  and.  and,16,6.099500010410945
sglang,1,mixed,1,after_pressure,0,4096,41.952162981033325,133.08966904878616,4032,True, and.  and.  and.  and.  and.  and,16,6.075833737850189
sglang,1,mixed,1,after_host_eviction,0,4096,170.17681896686554,261.4714279770851,4032,True, and.  and.  and.  and.  and.  and,16,6.086307267347972
sglang,1,mixed,2,cold,0,8192,1001.5686638653278,1098.873645067215,0,True,  and.  and.  and.  and.  and. ,16,6.486998746792476
sglang,1,mixed,2,after_pressure,0,8192,55.51288276910782,152.5832824409008,8128,True,  and.  and.  and.  and.  and. ,16,6.471359978119533
sglang,1,mixed,2,after_host_eviction,0,8192,283.17055106163025,380.264800041914,8128,True,  and.  and.  and.  and.  and. ,16,6.472949932018916
sglang,4,shared,0,cold,0,1024,448.70512187480927,553.5842478275299,0,True,.  and.  and.  and.  and.  and.,16,6.991941730181376
sglang,4,shared,0,cold,1,1024,454.98476177453995,552.6101216673851,0,True,.  and.  and.  and.  and.  and.,16,6.508357326189677
sglang,4,shared,0,cold,2,1024,452.73105055093765,551.7098270356655,0,True,.  and.  and.  and.  and.  and.,16,6.598585098981857
sglang,4,shared,0,cold,3,1024,455.1140107214451,553.2552488148212,0,True,.  and.  and.  and.  and.  and.,16,6.542749206225078
sglang,4,shared,0,after_pressure,0,1024,68.46019625663757,167.51008480787277,960,True,.  and.  and.  and.  and.  and.,16,6.60332590341568
sglang,4,shared,0,after_pressure,1,1024,67.66055151820183,165.95083847641945,960,True,.  and.  and.  and.  and.  and.,16,6.552685797214508
sglang,4,shared,0,after_pressure,2,1024,68.95367801189423,167.39936545491219,960,True,.  and.  and.  and.  and.  and.,16,6.563045829534531
sglang,4,shared,0,after_pressure,3,1024,64.76306542754173,167.828306555748,960,True,.  and.  and.  and.  and.  and.,16,6.87101607521375
sglang,4,shared,0,after_host_eviction,0,1024,71.24098762869835,168.1205965578556,960,True,.  and.  and.  and.  and.  and.,16,6.45864059527715
sglang,4,shared,0,after_host_eviction,1,1024,68.90199705958366,167.82687231898308,960,True,.  and.  and.  and.  and.  and.,16,6.594991683959961
sglang,4,shared,0,after_host_eviction,2,1024,69.5924274623394,167.81796514987946,960,True,.  and.  and.  and.  and.  and.,16,6.548369179169337
sglang,4,shared,0,after_host_eviction,3,1024,70.6229917705059,168.39684545993805,960,True,.  and.  and.  and.  and.  and.,16,6.51825691262881
sglang,4,shared,1,cold,0,4096,1403.7339240312576,1511.345874518156,0,True,.  and.  and.  and.  and.  and.,16,7.174130032459895
sglang,4,shared,1,cold,1,4096,1538.1118431687355,1629.275120794773,4032,True,.  and.  and.  and.  and.  and.,16,6.07755184173584
sglang,4,shared,1,cold,2,4096,1400.6055295467377,1511.4079341292381,0,True,.  and.  and.  and.  and.  and.,16,7.3868269721666975
sglang,4,shared,1,cold,3,4096,1401.7319902777672,1511.6722844541073,0,True,.  and.  and.  and.  and.  and.,16,7.32935294508934
sglang,4,shared,1,after_pressure,0,4096,78.84428277611732,203.51151004433632,4032,True,.  and.  and.  and.  and.  and.,16,8.311148484547934
sglang,4,shared,1,after_pressure,1,4096,73.93142580986023,202.70231366157532,4032,True,.  and.  and.  and.  and.  and.,16,8.584725856781006
sglang,4,shared,1,after_pressure,2,4096,79.46808263659477,203.5430669784546,4032,True,.  and.  and.  and.  and.  and.,16,8.271665622790655
sglang,4,shared,1,after_pressure,3,4096,78.25112715363503,203.53834331035614,4032,True,.  and.  and.  and.  and.  and.,16,8.35248107711474
sglang,4,shared,1,after_host_eviction,0,4096,166.2580631673336,288.5461822152138,4032,True,.  and.  and.  and.  and.  and.,16,8.152541269858679
sglang,4,shared,1,after_host_eviction,1,4096,163.14471885561943,287.446741014719,4032,True,.  and.  and.  and.  and.  and.,16,8.286801477273306
sglang,4,shared,1,after_host_eviction,2,4096,163.81821781396866,287.4516472220421,4032,True,.  and.  and.  and.  and.  and.,16,8.242228627204895
sglang,4,shared,1,after_host_eviction,3,4096,165.66139832139015,288.81126269698143,4032,True,.  and.  and.  and.  and.  and.,16,8.209990958372751
sglang,4,shared,2,cold,0,8192,1008.9845806360245,1105.9584729373455,0,True,.  and.  and.  and.  and.  and.,16,6.464926153421402
sglang,4,shared,2,cold,1,8192,1147.594217211008,1271.0168957710266,8128,True,.  and.  and.  and.  and.  and.,16,8.228178570667902
sglang,4,shared,2,cold,2,8192,1148.0349227786064,1270.0388133525848,8128,True,.  and.  and.  and.  and.  and.,16,8.133592704931894
sglang,4,shared,2,cold,3,8192,1149.8084180057049,1272.3764851689339,8128,True,.  and.  and.  and.  and.  and.,16,8.1712044775486
sglang,4,shared,2,after_pressure,0,8192,96.34730219841003,255.4192766547203,8128,True,.  and.  and.  and.  and.  and.,16,10.604798297087351
sglang,4,shared,2,after_pressure,1,8192,98.7856313586235,253.25684249401093,8128,True,.  and.  and.  and.  and.  and.,16,10.298080742359161
sglang,4,shared,2,after_pressure,2,8192,96.2434820830822,252.00014933943748,8128,True,.  and.  and.  and.  and.  and.,16,10.383777817090353
sglang,4,shared,2,after_pressure,3,8192,100.4529744386673,253.90563160181046,8128,True,.  and.  and.  and.  and.  and.,16,10.230177144209543
sglang,4,shared,2,after_host_eviction,0,8192,307.1701265871525,460.2576233446598,8128,True,.  and.  and.  and.  and.  and.,16,10.205833117167154
sglang,4,shared,2,after_host_eviction,1,8192,306.80157244205475,458.9218199253082,8128,True,.  and.  and.  and.  and.  and.,16,10.141349832216898
sglang,4,shared,2,after_host_eviction,2,8192,303.3788204193115,456.35709539055824,8128,True,.  and.  and.  and.  and.  and.,16,10.19855166474978
sglang,4,shared,2,after_host_eviction,3,8192,306.56304210424423,460.30858159065247,8128,True,.  and.  and.  and.  and.  and.,16,10.249702632427216
sglang,4,mixed,0,cold,0,1024,1674.4909025728703,1791.10736399889,0,True,.  A.  A.  A.  A.  A.,16,7.774430761734645
sglang,4,mixed,0,cold,1,4096,1672.2913272678852,1790.292464196682,0,True,.  and.  and.  and.  and.  and.,16,7.8667424619197845
sglang,4,mixed,0,cold,2,8192,1666.556391865015,1790.0659516453743,0,True,.  and.  and.  and.  and.  and.,16,8.23397065202395
sglang,4,mixed,0,cold,3,1024,1673.9034727215767,1791.346687823534,0,True,.  and.  and.  and.  and.  and.,16,7.829547673463821
sglang,4,mixed,0,after_pressure,0,1024,112.6118004322052,230.558592826128,960,True,.  A.  A.  A.  A.  A.,16,7.863119492928187
sglang,4,mixed,0,after_pressure,1,4096,111.74656078219414,230.24456575512886,4032,True,.  and.  and.  and.  and.  and.,16,7.899866998195648
sglang,4,mixed,0,after_pressure,2,8192,107.78297111392021,230.2522100508213,8128,True,.  and.  and.  and.  and.  and.,16,8.16461592912674
sglang,4,mixed,0,after_pressure,3,1024,113.51283267140388,230.79577460885048,960,True,.  and.  and.  and.  and.  and.,16,7.818862795829773
sglang,4,mixed,0,after_host_eviction,0,1024,379.5583136379719,498.916357755661,960,True,.  A.  A.  A.  A.  A.,16,7.9572029411792755
sglang,4,mixed,0,after_host_eviction,1,4096,303.8202375173569,497.3860867321491,2816,True,.  and.  and.  and.  and.  and.,16,12.904389947652817
sglang,4,mixed,0,after_host_eviction,2,8192,381.80897384881973,496.40126526355743,8128,True,.  and.  and.  and.  and.  and.,16,7.6394860943158465
sglang,4,mixed,0,after_host_eviction,3,1024,69.08474490046501,453.2342068850994,960,True,.  and.  and.  and.  and.  and.,16,25.60996413230896
sglang,4,mixed,1,cold,0,4096,1044.5589944720268,1148.2970602810383,0,True,.  and.  and.  and.  and.  and.,16,6.915871053934097
sglang,4,mixed,1,cold,1,8192,2137.660574167967,2235.1455315947533,0,True,.  and.  and.  and.  and.  and.,16,6.498997161785762
sglang,4,mixed,1,cold,2,1024,1038.1750166416168,1147.3911330103874,0,True,. and. and. and. and. and. and. and. and,16,7.281074424584706
sglang,4,mixed,1,cold,3,4096,1045.4563982784748,1148.6690901219845,0,True,.  and.  and.  and.  and.  and.,16,6.880846122900645
sglang,4,mixed,1,after_pressure,0,4096,97.52006083726883,201.69205591082573,4032,True,.  and.  and.  and.  and.  and.,16,6.94479967157046
sglang,4,mixed,1,after_pressure,1,8192,257.4447914958,355.08061200380325,8128,True,.  and.  and.  and.  and.  and.,16,6.509054700533549
sglang,4,mixed,1,after_pressure,2,1024,98.01178053021431,201.69393345713615,960,True,. and. and. and. and. and. and. and. and,16,6.912143528461456
sglang,4,mixed,1,after_pressure,3,4096,94.16479989886284,201.93839445710182,4032,True,.  and.  and.  and.  and.  and.,16,7.184906303882599
sglang,4,mixed,1,after_host_eviction,0,4096,487.8758378326893,594.9729643762112,4032,True,.  and.  and.  and.  and.  and.,16,7.139808436234792
sglang,4,mixed,1,after_host_eviction,1,8192,381.10223039984703,590.9505821764469,8128,True,.  and.  and.  and.  and.  and.,16,13.989890118439993
sglang,4,mixed,1,after_host_eviction,2,1024,434.71667543053627,589.7126831114292,960,True,. and. and. and. and. and. and. and. and,16,10.333067178726196
sglang,4,mixed,1,after_host_eviction,3,4096,157.03294426202774,247.99402803182602,4032,True,.  and.  and.  and.  and.  and.,16,6.064072251319885
sglang,4,mixed,2,cold,0,8192,1577.2764161229134,1691.6771568357944,0,True,.  and.  and.  and.  and.  and.,16,7.626716047525406
sglang,4,mixed,2,cold,1,1024,1111.4218197762966,1692.3126727342606,0,True,. and. and. and. and. and. and. and. and,16,38.726056863864265
sglang,4,mixed,2,cold,2,4096,1579.2405046522617,1690.3801411390305,0,True,  and.  and.  and.  and.  and. ,16,7.409309099117915
sglang,4,mixed,2,cold,3,8192,2683.931790292263,2781.047746539116,0,True,.  and.  and.  and.  and.  and.,16,6.474397083123525
sglang,4,mixed,2,after_pressure,0,8192,272.34626933932304,373.51932376623154,8128,True,.  and.  and.  and.  and.  and.,16,6.744870295127233
sglang,4,mixed,2,after_pressure,1,1024,271.7207185924053,373.52149933576584,960,True,. and. and. and. and. and. and. and. and,16,6.786718716224034
sglang,4,mixed,2,after_pressure,2,4096,102.57863998413086,208.23946595191956,4032,True,  and.  and.  and.  and.  and. ,16,7.044055064519246
sglang,4,mixed,2,after_pressure,3,8192,100.19807517528534,208.69051292538643,8128,True,.  and.  and.  and.  and.  and.,16,7.232829183340073
sglang,4,mixed,2,after_host_eviction,0,8192,600.7606834173203,698.058221489191,8128,True,.  and.  and.  and.  and.  and.,16,6.4865025381247206
sglang,4,mixed,2,after_host_eviction,1,1024,388.15052062273026,495.4386539757252,960,True,. and. and. and. and. and. and. and. and,16,7.152542223532994
sglang,4,mixed,2,after_host_eviction,2,4096,384.5256567001343,495.24716660380363,4032,True,  and.  and.  and.  and.  and. ,16,7.381433993577957
sglang,4,mixed,2,after_host_eviction,3,8192,297.32494056224823,475.7775403559208,8128,True,.  and.  and.  and.  and.  and.,16,11.896839986244837
sglang,8,shared,0,cold,0,1024,1006.1558820307255,1115.1175424456596,0,True,.  A.  A.  A.  A.  A.,16,7.264110694328944
sglang,8,shared,0,cold,1,1024,1008.2144662737846,1115.1768527925014,0,True,.  A.  A.  A.  A.  A.,16,7.130825767914454
sglang,8,shared,0,cold,2,1024,1012.0229870080948,1114.8313656449318,0,True,.  A.  A.  A.  A.  A.,16,6.853891909122467
sglang,8,shared,0,cold,3,1024,950.0821679830551,1113.4986840188503,0,True,.  A.  A.  A.  A.  A.,16,10.894434402386347
sglang,8,shared,0,cold,4,1024,1005.3185261785984,1109.05309766531,0,True,.  A.  A.  A.  A.  A.,16,6.9156380991141
sglang,8,shared,0,cold,5,1024,1004.725992679596,1112.4592423439026,0,True,.  A.  A.  A.  A.  A.,16,7.182216644287109
sglang,8,shared,0,cold,6,1024,1005.8673471212387,1109.7081191837788,0,True,.  A.  A.  A.  A.  A.,16,6.92271813750267
sglang,8,shared,0,cold,7,1024,1009.1409049928188,1115.091159939766,0,True,.  A.  A.  A.  A.  A.,16,7.0633503297964735
sglang,8,shared,0,after_pressure,0,1024,104.45976257324219,209.2590257525444,960,True,.  A.  A.  A.  A.  A.,16,6.986617545286815
sglang,8,shared,0,after_pressure,1,1024,101.59799829125404,208.75641703605652,960,True,.  A.  A.  A.  A.  A.,16,7.143894582986832
sglang,8,shared,0,after_pressure,2,1024,100.66390410065651,201.8229253590107,960,True,.  A.  A.  A.  A.  A.,16,6.743934750556946
sglang,8,shared,0,after_pressure,3,1024,105.52557185292244,206.26572147011757,960,True,.  A.  A.  A.  A.  A.,16,6.716009974479675
sglang,8,shared,0,after_pressure,4,1024,102.29333490133286,208.34041386842728,960,True,.  A.  A.  A.  A.  A.,16,7.069805264472961
sglang,8,shared,0,after_pressure,5,1024,99.30649399757385,202.64118537306786,960,True,.  A.  A.  A.  A.  A.,16,6.888979425032933
sglang,8,shared,0,after_pressure,6,1024,96.61149978637695,211.40915155410767,960,True,.  A.  A.  A.  A.  A.,16,7.653176784515381
sglang,8,shared,0,after_pressure,7,1024,103.87682914733887,210.91068908572197,960,True,.  A.  A.  A.  A.  A.,16,7.135590662558873
sglang,8,shared,0,after_host_eviction,0,1024,110.4108914732933,217.41743758320808,960,True,.  A.  A.  A.  A.  A.,16,7.133769740660985
sglang,8,shared,0,after_host_eviction,1,1024,104.31260615587234,214.6606259047985,960,False,.  and.  and.  and.  and.  and.,16,7.3565346499284106
sglang,8,shared,0,after_host_eviction,2,1024,107.99845680594444,221.2662659585476,960,False,.  and.  and.  and.  and.  and.,16,7.55118727684021
sglang,8,shared,0,after_host_eviction,3,1024,109.76869240403175,215.07307142019272,960,True,.  A.  A.  A.  A.  A.,16,7.020291934410731
sglang,8,shared,0,after_host_eviction,4,1024,112.00869083404541,218.2181254029274,960,True,.  A.  A.  A.  A.  A.,16,7.0806289712587995
sglang,8,shared,0,after_host_eviction,5,1024,108.80697518587112,217.46575459837914,960,True,.  A.  A.  A.  A.  A.,16,7.243918627500534
sglang,8,shared,0,after_host_eviction,6,1024,104.42851483821869,218.53578463196754,960,False,.  and.  and.  and.  and.  and.,16,7.607151319583257
sglang,8,shared,0,after_host_eviction,7,1024,111.3579235970974,217.42462739348412,960,True,.  A.  A.  A.  A.  A.,16,7.071113586425781
sglang,8,shared,1,cold,0,4096,1452.0701803267002,1601.1204533278942,4032,True,.  and.  and.  and.  and.  and.,16,9.936684866746267
sglang,8,shared,1,cold,1,4096,1452.3143358528614,1599.0563668310642,4032,True,.  and.  and.  and.  and.  and.,16,9.782802065213522
sglang,8,shared,1,cold,2,4096,1451.239664107561,1596.9968922436237,4032,True,.  and.  and.  and.  and.  and.,16,9.717148542404175
sglang,8,shared,1,cold,3,4096,1393.2146281003952,1594.7481580078602,0,True,.  and.  and.  and.  and.  and.,16,13.435568660497665
sglang,8,shared,1,cold,4,4096,1450.6387673318386,1598.0401560664177,4032,True,.  and.  and.  and.  and.  and.,16,9.826759248971939
sglang,8,shared,1,cold,5,4096,1424.3753142654896,1599.797386676073,0,True,.  and.  and.  and.  and.  and.,16,11.694804827372232
sglang,8,shared,1,cold,6,4096,1423.2102297246456,1597.775910049677,0,True,.  and.  and.  and.  and.  and.,16,11.637712021668753
sglang,8,shared,1,cold,7,4096,1452.9351219534874,1601.025328040123,4032,True,.  and.  and.  and.  and.  and.,16,9.872680405775705
sglang,8,shared,1,after_pressure,0,4096,118.91943588852882,264.4546180963516,4032,True,.  and.  and.  and.  and.  and.,16,9.70234548052152
sglang,8,shared,1,after_pressure,1,4096,122.12545052170753,266.0657986998558,4032,True,.  and.  and.  and.  and.  and.,16,9.59602321187655
sglang,8,shared,1,after_pressure,2,4096,117.88880825042725,258.6388662457466,4032,True,.  and.  and.  and.  and.  and.,16,9.383337199687958
sglang,8,shared,1,after_pressure,3,4096,119.24450844526291,260.8245052397251,4032,True,.  and.  and.  and.  and.  and.,16,9.438666452964148
sglang,8,shared,1,after_pressure,4,4096,113.07442933320999,264.3129788339138,4032,True,.  and.  and.  and.  and.  and.,16,10.082569966713587
sglang,8,shared,1,after_pressure,5,4096,115.08623138070107,260.11260598897934,4032,True,.  and.  and.  and.  and.  and.,16,9.668424973885218
sglang,8,shared,1,after_pressure,6,4096,118.63650754094124,263.9539875090122,4032,True,.  and.  and.  and.  and.  and.,16,9.687831997871399
sglang,8,shared,1,after_pressure,7,4096,120.55504322052002,263.1377950310707,4032,True,.  and.  and.  and.  and.  and.,16,9.505516787370047
sglang,8,shared,1,after_host_eviction,0,4096,214.58851546049118,364.99523743987083,4032,True,.  and.  and.  and.  and.  and.,16,10.02711479862531
sglang,8,shared,1,after_host_eviction,1,4096,213.94512429833412,365.52339419722557,4032,True,.  and.  and.  and.  and.  and.,16,10.10521799325943
sglang,8,shared,1,after_host_eviction,2,4096,217.53652393817902,361.88269034028053,4032,True,.  and.  and.  and.  and.  and.,16,9.6230777601401
sglang,8,shared,1,after_host_eviction,3,4096,206.8501114845276,359.0017780661583,4032,True,.  and.  and.  and.  and.  and.,16,10.143444438775381
sglang,8,shared,1,after_host_eviction,4,4096,210.35024523735046,361.60244047641754,4032,True,.  and.  and.  and.  and.  and.,16,10.083479682604471
sglang,8,shared,1,after_host_eviction,5,4096,210.9835147857666,361.04656755924225,4032,True,.  and.  and.  and.  and.  and.,16,10.00420351823171
sglang,8,shared,1,after_host_eviction,6,4096,215.81876650452614,362.35037818551064,4032,True,.  and.  and.  and.  and.  and.,16,9.768774112065634
sglang,8,shared,1,after_host_eviction,7,4096,216.48706123232841,365.36654457449913,4032,True,.  and.  and.  and.  and.  and.,16,9.925298889478048
sglang,8,shared,2,cold,0,8192,1190.5718110501766,1379.7362744808197,8128,True,.  and.  and.  and.  and.  and.,16,12.61096422870954
sglang,8,shared,2,cold,1,8192,1005.6108087301254,1102.660071104765,0,True,.  and.  and.  and.  and.  and.,16,6.469950824975967
sglang,8,shared,2,cold,2,8192,1188.2318332791328,1377.7213841676712,8128,True,.  and.  and.  and.  and.  and.,16,12.632636725902557
sglang,8,shared,2,cold,3,8192,1186.3840706646442,1375.3105029463768,8128,True,.  and.  and.  and.  and.  and.,16,12.595095485448837
sglang,8,shared,2,cold,4,8192,1184.47120860219,1369.6623221039772,8128,True,.  and.  and.  and.  and.  and.,16,12.346074233452478
sglang,8,shared,2,cold,5,8192,1188.460186123848,1378.3053122460842,8128,True,.  and.  and.  and.  and.  and.,16,12.656341741482416
sglang,8,shared,2,cold,6,8192,1190.3547942638397,1376.48805975914,8128,True,.  and.  and.  and.  and.  and.,16,12.408884366353353
sglang,8,shared,2,cold,7,8192,1191.4163082838058,1377.8638690710068,8128,True,.  and.  and.  and.  and.  and.,16,12.429837385813395
sglang,8,shared,2,after_pressure,0,8192,148.86635169386864,335.8415998518467,8128,True,.  and.  and.  and.  and.  and.,16,12.465016543865204
sglang,8,shared,2,after_pressure,1,8192,148.02243560552597,339.29159864783287,8128,True,.  and.  and.  and.  and.  and.,16,12.751277536153793
sglang,8,shared,2,after_pressure,2,8192,145.7403488457203,339.2845392227173,8128,True,.  and.  and.  and.  and.  and.,16,12.902946025133133
sglang,8,shared,2,after_pressure,3,8192,139.46035876870155,337.06989511847496,8128,True,.  and.  and.  and.  and.  and.,16,13.173969089984894
sglang,8,shared,2,after_pressure,4,8192,143.86336877942085,328.1288482248783,8128,True,.  and.  and.  and.  and.  and.,16,12.28436529636383
sglang,8,shared,2,after_pressure,5,8192,138.75623419880867,327.9362879693508,8128,True,.  and.  and.  and.  and.  and.,16,12.61200358470281
sglang,8,shared,2,after_pressure,6,8192,139.12900909781456,326.76611840724945,8128,True,.  and.  and.  and.  and.  and.,16,12.509140620628992
sglang,8,shared,2,after_pressure,7,8192,147.50145003199577,336.10615506768227,8128,True,.  and.  and.  and.  and.  and.,16,12.573647002379099
sglang,8,shared,2,after_host_eviction,0,8192,350.1366376876831,538.0923561751842,8128,True,.  and.  and.  and.  and.  and.,16,12.530381232500076
sglang,8,shared,2,after_host_eviction,1,8192,345.4540856182575,535.224799066782,8128,True,.  and.  and.  and.  and.  and.,16,12.651380896568298
sglang,8,shared,2,after_host_eviction,2,8192,347.106259316206,537.8432273864746,8128,True,.  and.  and.  and.  and.  and.,16,12.715797871351242
sglang,8,shared,2,after_host_eviction,3,8192,343.07509660720825,532.0311896502972,8128,True,.  and.  and.  and.  and.  and.,16,12.59707286953926
sglang,8,shared,2,after_host_eviction,4,8192,344.6916602551937,533.3151258528233,8128,True,.  and.  and.  and.  and.  and.,16,12.574897706508636
sglang,8,shared,2,after_host_eviction,5,8192,342.81811490654945,534.0083166956902,8128,True,.  and.  and.  and.  and.  and.,16,12.74601345260938
sglang,8,shared,2,after_host_eviction,6,8192,347.411647439003,536.5990251302719,8128,True,.  and.  and.  and.  and.  and.,16,12.612491846084595
sglang,8,shared,2,after_host_eviction,7,8192,351.7315872013569,538.2986776530743,8128,True,.  and.  and.  and.  and.  and.,16,12.437806030114492
